Age Gender Proffession Genre Like/Dislike Jr TypeJr Season Time
Adulte M educator Comedy No mercredi Normal Printemp Matin
JeuneHomme M writer Horror No lundi Normal Automne ApréMidi
JeuneHomme M student Animation Yes samedi Vacance Printemp Soir
Adulte M programmer Drama No mardi Normal Hiver ApréMidi
Homme M lawyer Crime Yes vendredi Vacance Printemp Soir
Adulte M educator Adventure Yes lundi Normal Hiver Soir
JeuneHomme M other Action Yes jeudi Normal Printemp Nuit
Homme M educator Drama Yes mercredi Vacance Automne Soir
Adulte F healthcare Action Yes mardi Normal Hiver ApréMidi
Homme F administrator Adventure No vendredi Vacance Automne Soir
Adulte M educator Drama Yes mercredi Normal Hiver Soir
JeuneHomme F student Animation Yes jeudi Normal Printemp Soir
JeuneHomme M student Drama Yes vendredi Vacance Hiver Nuit
JeuneHomme M student Drama Yes lundi Normal Automne Matin
Adulte M educator Action Yes vendredi Vacance Automne ApréMidi
Homme F other Comedy No mardi Normal Printemp Nuit
Homme F other Comedy Yes vendredi Vacance Automne ApréMidi
Adulte M technician Action Yes mercredi Normal Printemp Matin
Homme M educator Comedy Yes mercredi Normal Printemp Soir
Homme M entertainment Comedy Yes samedi Vacance Automne ApréMidi
JeuneHomme M technician Drama Yes jeudi Vacance Automne Soir
JeuneHomme M other Action No jeudi Normal Printemp Nuit
Adulte M other Drama Yes samedi Vacance Printemp ApréMidi
JeuneHomme M doctor Comedy Yes jeudi Normal Automne Matin
Adulte M retired Comedy Yes jeudi Normal Printemp Nuit
Homme F educator Drama No dimanche Normal Hiver Nuit
JeuneHomme M student Sci-Fi Yes mardi Normal Hiver Soir
Homme M librarian Comedy Yes samedi Vacance Printemp Soir
JeuneHomme F administrator Drama No jeudi Normal Automne Nuit
Adulte F educator Comedy No mardi Normal Automne Nuit
Adolescent M student Drama No samedi Vacance Automne Nuit
Homme M engineer Adventure Yes mardi Normal Hiver ApréMidi
Adulte M programmer Drama Yes dimanche Normal Hiver Nuit
JeuneHomme M student Action Yes mercredi Normal Hiver Soir
Homme M technician Comedy Yes vendredi Vacance Hiver ApréMidi
JeuneHomme F student Action Yes mercredi Normal Printemp ApréMidi
JeuneHomme F marketing Drama Yes mercredi Vacance Automne Soir
Homme M other Documentary No jeudi Normal Printemp ApréMidi
JeuneHomme M student Drama Yes dimanche Normal Automne ApréMidi
JeuneHomme M librarian Musical Yes samedi Vacance Printemp ApréMidi
JeuneHomme F other Drama Yes lundi Normal Printemp Nuit
JeuneHomme M writer Sci-Fi Yes mardi Normal Printemp Matin
Homme M engineer Comedy No mercredi Normal Hiver ApréMidi
JeuneHomme M student Action Yes samedi Vacance Automne Soir
JeuneHomme F librarian Children's Yes samedi Vacance Printemp ApréMidi
Homme M educator Animation Yes vendredi Vacance Automne ApréMidi
Adulte M engineer Comedy Yes mardi Normal Printemp ApréMidi
Adulte M educator Action Yes jeudi Normal Automne ApréMidi
Homme M entertainment Comedy Yes vendredi Vacance Automne Matin
JeuneHomme M writer Action No mercredi Normal Hiver Nuit
Adolescent M none Action No vendredi Vacance Hiver Nuit
JeuneHomme F librarian Crime Yes samedi Vacance Printemp ApréMidi
Homme M educator Drama Yes jeudi Normal Automne ApréMidi
Adulte M engineer Comedy Yes mardi Normal Printemp ApréMidi
Adulte M retired Action Yes mardi Normal Hiver ApréMidi
Homme F librarian Action No mercredi Normal Printemp ApréMidi
JeuneHomme F student Animation Yes lundi Vacance Automne Soir
JeuneHomme M student Action Yes vendredi Vacance Automne Soir
Adulte M programmer Drama Yes lundi Vacance Printemp Soir
Homme F none Drama Yes lundi Normal Hiver Nuit
JeuneHomme M technician Action Yes lundi Normal Automne Matin
Adulte F administrator Drama Yes samedi Vacance Printemp Nuit
Adulte M educator Action Yes lundi Normal Hiver Nuit
Adulte M technician Mystery Yes jeudi Normal Printemp Nuit
JeuneHomme M student Drama Yes mardi Normal Hiver Soir
JeuneHomme M administrator Comedy Yes mercredi Vacance Automne ApréMidi
Homme F administrator Action Yes vendredi Vacance Automne ApréMidi
JeuneHomme M student Drama Yes jeudi Normal Hiver Nuit
JeuneHomme M student Drama Yes dimanche Normal Automne Matin
JeuneHomme M student Crime Yes lundi Normal Automne Matin
Homme M librarian Drama Yes jeudi Normal Printemp Soir
Homme F educator Action Yes samedi Vacance Hiver ApréMidi
Homme M educator Adventure Yes jeudi Normal Printemp Soir
JeuneHomme M programmer Comedy Yes vendredi Vacance Hiver Nuit
Adulte M retired Children's Yes dimanche Normal Hiver Nuit
JeuneHomme F student Drama Yes mercredi Normal Printemp ApréMidi
JeuneHomme M engineer Comedy Yes mercredi Normal Automne Soir
Adulte M retired Drama Yes samedi Vacance Hiver Soir
Adulte M executive Film-Noir Yes mercredi Normal Hiver Soir
JeuneHomme M student Action Yes mercredi Normal Hiver ApréMidi
JeuneHomme M technician Drama Yes mercredi Normal Hiver Soir
Homme M administrator Drama Yes lundi Normal Automne Soir
JeuneHomme M entertainment Action Yes samedi Vacance Hiver Matin
Adulte M programmer Action Yes dimanche Normal Hiver Nuit
Homme M programmer Crime Yes vendredi Vacance Hiver ApréMidi
Homme F librarian Comedy Yes mercredi Normal Printemp ApréMidi
Homme M librarian Action Yes samedi Vacance Printemp Soir
Adulte M other Drama Yes vendredi Vacance Automne ApréMidi
JeuneHomme F student Comedy Yes samedi Vacance Hiver ApréMidi
JeuneHomme M executive Drama No samedi Vacance Automne Soir
JeuneHomme M writer Comedy Yes mardi Normal Printemp Matin
Homme F educator Action Yes samedi Vacance Automne Soir
JeuneHomme M lawyer Comedy Yes vendredi Vacance Printemp ApréMidi
JeuneHomme M student Action Yes dimanche Normal Automne Nuit
Homme F librarian Drama Yes mercredi Normal Printemp ApréMidi
Adulte M educator Comedy Yes dimanche Normal Hiver ApréMidi
JeuneHomme M programmer Crime No dimanche Normal Hiver Matin
Adulte M marketing Action Yes vendredi Vacance Printemp ApréMidi
JeuneHomme M student Action Yes vendredi Vacance Automne Soir
JeuneHomme F student Action Yes dimanche Normal Automne ApréMidi
Homme F librarian Drama Yes mercredi Normal Printemp ApréMidi
JeuneHomme M programmer Action Yes mercredi Normal Automne Nuit
Adulte M educator Children's Yes vendredi Vacance Automne ApréMidi
Homme M entertainment Drama Yes lundi Normal Automne Soir
Adulte M educator Children's Yes mercredi Normal Hiver Soir
Adulte F homemaker Action Yes dimanche Vacance Automne Matin
JeuneHomme M student Comedy Yes jeudi Normal Printemp Soir
Homme M other Action Yes jeudi Normal Printemp ApréMidi
JeuneHomme M writer Crime Yes mardi Normal Hiver ApréMidi
JeuneHomme M lawyer Crime No vendredi Vacance Printemp ApréMidi
Adulte M programmer Drama Yes dimanche Normal Hiver Nuit
Adulte M retired Crime No vendredi Vacance Printemp ApréMidi
JeuneHomme M student Mystery No mercredi Normal Automne Matin
Homme F educator Action No dimanche Normal Hiver Nuit
Homme F educator Comedy Yes lundi Normal Hiver ApréMidi
Homme M scientist Drama Yes lundi Normal Automne Nuit
Homme F administrator Action Yes vendredi Vacance Automne Soir
JeuneHomme M student Action No mardi Vacance Automne ApréMidi
Homme M entertainment Sci-Fi No mardi Normal Automne ApréMidi
Homme M administrator Action Yes mercredi Vacance Automne Soir
JeuneHomme M none Drama Yes jeudi Normal Automne ApréMidi
Homme F librarian Action No mercredi Normal Printemp ApréMidi
JeuneHomme F educator Drama Yes mardi Normal Automne Soir
JeuneHomme F administrator Drama Yes mercredi Normal Automne Soir
JeuneHomme M student Action Yes vendredi Vacance Automne Nuit
Homme F other Action No mardi Normal Printemp Nuit
JeuneHomme F student Action Yes mardi Vacance Automne Soir
JeuneHomme F student Action Yes mercredi Vacance Automne ApréMidi
JeuneHomme F administrator Drama Yes lundi Normal Hiver ApréMidi
Adulte M artist Drama Yes jeudi Normal Hiver Matin
Homme M executive Drama Yes mardi Normal Hiver Nuit
Homme M marketing Comedy Yes jeudi Normal Automne Nuit
JeuneHomme M lawyer Musical Yes jeudi Normal Automne Soir
JeuneHomme M programmer Drama Yes lundi Normal Automne ApréMidi
Adulte F other Drama Yes dimanche Vacance Automne Nuit
JeuneHomme F student Action Yes vendredi Vacance Hiver Matin
JeuneHomme M student Comedy Yes mardi Normal Hiver Soir
Adulte M educator Comedy Yes dimanche Normal Hiver Nuit
JeuneHomme M engineer Comedy Yes samedi Vacance Automne Soir
Homme M entertainment Drama Yes lundi Normal Automne Soir
JeuneHomme M technician Adventure No lundi Normal Automne Matin
Adulte M programmer Action Yes lundi Vacance Printemp Soir
Homme F other Action Yes mardi Normal Automne ApréMidi
Adulte M educator Comedy Yes mardi Vacance Automne Soir
Homme M administrator Adventure Yes vendredi Vacance Automne ApréMidi
JeuneHomme M other Action Yes mercredi Vacance Automne Soir
JeuneHomme M writer Thriller Yes mardi Normal Hiver ApréMidi
Adulte M engineer Action Yes vendredi Vacance Hiver Soir
JeuneHomme F student Action No samedi Vacance Hiver ApréMidi
Adulte M administrator Crime Yes jeudi Normal Printemp ApréMidi
Homme M artist Drama No vendredi Vacance Printemp Matin
JeuneHomme F student Action Yes mercredi Normal Hiver Soir
Adulte M administrator Drama Yes jeudi Normal Automne Nuit
Homme M artist Drama Yes vendredi Vacance Printemp Matin
Homme F other Action No mercredi Normal Automne ApréMidi
Adulte F administrator Comedy Yes jeudi Vacance Automne ApréMidi
JeuneHomme F educator Comedy Yes vendredi Vacance Automne Nuit
JeuneHomme M student Adventure No dimanche Vacance Automne Nuit
Homme M engineer Action Yes lundi Normal Hiver Soir
JeuneHomme M student Action Yes samedi Vacance Printemp Soir
Adulte M scientist Drama Yes samedi Vacance Printemp Matin
Homme M entertainment Comedy Yes jeudi Normal Automne ApréMidi
Adulte M educator Comedy Yes mardi Vacance Automne Soir
Adulte M retired Comedy Yes mardi Normal Hiver ApréMidi
Homme M technician Action Yes vendredi Vacance Hiver ApréMidi
JeuneHomme M engineer Comedy Yes lundi Normal Printemp ApréMidi
Homme M educator Comedy Yes mercredi Normal Printemp Soir
Adulte M educator Action Yes samedi Vacance Printemp Nuit
Homme F librarian Action Yes jeudi Normal Automne ApréMidi
JeuneHomme M technician Comedy Yes jeudi Vacance Automne Soir
JeuneHomme M educator Comedy Yes vendredi Vacance Automne Nuit
JeuneHomme F librarian Drama Yes vendredi Vacance Printemp ApréMidi
Homme M administrator Action No vendredi Vacance Automne ApréMidi
JeuneHomme M engineer Animation Yes mardi Normal Hiver Matin
JeuneHomme F student Crime Yes mardi Vacance Automne Soir
JeuneHomme F student Comedy No samedi Vacance Hiver ApréMidi
Adulte M retired Film-Noir Yes mardi Normal Hiver ApréMidi
JeuneHomme M student Action Yes vendredi Vacance Hiver Soir
JeuneHomme F librarian Action Yes samedi Vacance Printemp ApréMidi
JeuneHomme F administrator Comedy Yes vendredi Vacance Automne Soir
JeuneHomme M student Action Yes lundi Normal Hiver Nuit
JeuneHomme M student Documentary Yes mardi Normal Hiver Soir
Homme M lawyer Comedy Yes vendredi Vacance Printemp Soir
Homme M administrator Adventure Yes vendredi Vacance Automne ApréMidi
JeuneHomme M technician Children's No lundi Normal Automne Matin
JeuneHomme F student Comedy No lundi Normal Hiver Nuit
JeuneHomme F other Comedy Yes samedi Vacance Automne Nuit
Homme F artist Action Yes lundi Vacance Printemp Nuit
Homme M scientist Crime Yes mercredi Normal Printemp Soir
JeuneHomme F scientist Drama Yes vendredi Vacance Automne ApréMidi
JeuneHomme F administrator Action No mercredi Normal Automne Soir
Adulte M doctor Crime Yes samedi Vacance Automne Soir
Adulte M engineer Drama Yes mercredi Normal Printemp ApréMidi
Adulte M educator Drama Yes lundi Normal Hiver Nuit
JeuneHomme M student Action Yes lundi Normal Hiver Nuit
JeuneHomme M technician Action Yes mercredi Normal Automne Nuit
Homme M librarian Comedy Yes jeudi Normal Printemp Soir
JeuneHomme M student Animation Yes dimanche Normal Hiver Matin
Homme M marketing Drama Yes jeudi Normal Automne Nuit
Homme F librarian Comedy No mercredi Normal Printemp ApréMidi
Homme F administrator Drama Yes vendredi Vacance Automne ApréMidi
JeuneHomme M engineer Animation Yes vendredi Vacance Automne Soir
JeuneHomme M writer Animation Yes samedi Vacance Hiver Nuit
JeuneHomme M writer Comedy No vendredi Vacance Automne Matin
Homme M writer Horror No vendredi Vacance Hiver Soir
JeuneHomme M doctor Action Yes mardi Normal Printemp Soir
JeuneHomme M administrator Action Yes mercredi Normal Printemp ApréMidi
Adulte M educator Comedy No mardi Normal Hiver Nuit
JeuneHomme M other Action Yes lundi Normal Hiver Soir
JeuneHomme F educator Comedy Yes vendredi Vacance Automne Nuit
Adulte M educator Romance Yes mercredi Normal Printemp Nuit
Homme F other Comedy Yes mardi Normal Printemp Nuit
Adulte M technician Comedy Yes jeudi Normal Printemp Nuit
JeuneHomme M student Comedy Yes dimanche Vacance Automne Nuit
Homme F other Comedy Yes vendredi Vacance Automne ApréMidi
Homme M technician Action Yes vendredi Vacance Hiver ApréMidi
Homme M librarian Crime Yes jeudi Normal Printemp Soir
Homme M technician Drama Yes samedi Vacance Printemp Matin
JeuneHomme F educator Drama Yes vendredi Vacance Automne Nuit
JeuneHomme M writer Drama Yes mardi Normal Printemp Matin
Homme M technician Action Yes samedi Vacance Printemp Nuit
JeuneHomme M student Adventure Yes mercredi Normal Automne ApréMidi
Adulte M retired Drama Yes mardi Normal Hiver ApréMidi
JeuneHomme M programmer Action Yes jeudi Normal Automne Nuit
JeuneHomme F student Comedy No samedi Vacance Hiver ApréMidi
JeuneHomme M student Thriller No vendredi Vacance Automne Matin
JeuneHomme M student Sci-Fi Yes samedi Vacance Hiver Nuit
Adulte M executive Comedy Yes samedi Vacance Hiver Soir
Adulte M educator Drama Yes jeudi Normal Automne Soir
JeuneHomme F student Comedy Yes jeudi Normal Printemp Soir
JeuneHomme M administrator Comedy No mercredi Normal Hiver Nuit
Adulte M retired Drama No samedi Vacance Printemp Soir
JeuneHomme M entertainment Horror Yes vendredi Vacance Automne ApréMidi
Adulte M educator Comedy Yes dimanche Normal Hiver Soir
JeuneHomme M student Comedy Yes mardi Vacance Automne ApréMidi
Adulte M other Comedy No jeudi Normal Hiver Soir
Adulte F administrator Comedy Yes jeudi Vacance Automne ApréMidi
Adulte M programmer Comedy Yes dimanche Normal Hiver Nuit
JeuneHomme M student Action No vendredi Vacance Automne Matin
JeuneHomme F marketing Drama Yes mercredi Vacance Automne Soir
JeuneHomme M student Crime Yes mercredi Normal Hiver Nuit
JeuneHomme M engineer Action Yes samedi Vacance Automne Matin
Adulte M healthcare Comedy Yes dimanche Normal Hiver ApréMidi
Homme M artist Romance Yes mercredi Normal Printemp ApréMidi
Homme M healthcare Drama No mardi Vacance Printemp Matin
JeuneHomme M student Animation Yes dimanche Vacance Automne Nuit
JeuneHomme M student Action Yes lundi Normal Hiver Nuit
JeuneHomme M writer Children's Yes mardi Normal Hiver Soir
JeuneHomme F administrator Action Yes vendredi Vacance Automne Soir
Adulte M administrator Comedy Yes mardi Vacance Automne ApréMidi
Adulte M executive Comedy Yes mercredi Normal Hiver Soir
Homme M marketing Comedy Yes jeudi Normal Automne Nuit
Adolescent M entertainment Horror Yes jeudi Normal Printemp Soir
Homme M engineer Drama Yes jeudi Normal Automne ApréMidi
Adulte M educator Comedy No jeudi Normal Hiver ApréMidi
Adulte F educator Drama No jeudi Normal Automne Soir
JeuneHomme M scientist Drama Yes jeudi Normal Hiver Soir
Homme M programmer Comedy Yes dimanche Normal Printemp ApréMidi
JeuneHomme M writer Comedy Yes mardi Normal Printemp Matin
JeuneHomme M administrator Comedy Yes mercredi Normal Hiver Nuit
Adulte M administrator Comedy Yes samedi Vacance Hiver ApréMidi
Adolescent F student Mystery Yes dimanche Normal Hiver Soir
Homme M programmer Comedy Yes vendredi Vacance Automne Soir
Adulte M educator Comedy Yes vendredi Vacance Automne ApréMidi
JeuneHomme M engineer Adventure Yes mercredi Normal Hiver Soir
Adulte M engineer Western Yes lundi Normal Hiver Soir
JeuneHomme M student Action Yes dimanche Vacance Automne ApréMidi
Homme M programmer Comedy No mercredi Normal Hiver Soir
JeuneHomme M executive Horror Yes samedi Vacance Hiver Soir
JeuneHomme M student Action Yes mardi Vacance Automne Nuit
JeuneHomme M writer Documentary Yes vendredi Vacance Automne Nuit
JeuneHomme F marketing Documentary Yes mercredi Vacance Automne Soir
JeuneHomme M salesman Comedy No samedi Vacance Automne Matin
Homme M engineer Drama Yes dimanche Vacance Automne Soir
Homme M administrator Action Yes lundi Normal Automne Soir
Adulte M administrator Action Yes mardi Vacance Automne ApréMidi
JeuneHomme M writer Drama No lundi Normal Automne ApréMidi
Homme M entertainment Thriller No vendredi Vacance Automne Matin
Adulte M educator Horror No mercredi Normal Hiver Soir
Adulte M other Drama Yes samedi Vacance Printemp ApréMidi
Homme M programmer Action Yes mercredi Normal Hiver Nuit
Homme M programmer Comedy No dimanche Normal Printemp ApréMidi
